Rezultati: 
Rezultat [natjecatelj=Natjecatelj [id=M14:2, godiste=14, spol=M, ukupanBrojBodova=40], redniBroj=1, vrijeme=55, brojBodova=0, diskvalificiran=true]
Natjecatelj [id=M18:29, godiste=18, spol=M, ukupanBrojBodova=28]
Natjecatelj [id=M18:40, godiste=18, spol=M, ukupanBrojBodova=22]
Natjecatelj [id=M18:21, godiste=18, spol=M, ukupanBrojBodova=20]
Natjecatelj [id=M18:26, godiste=18, spol=M, ukupanBrojBodova=18]
Natjecatelj [id=M18:31, godiste=18, spol=M, ukupanBrojBodova=18]
Natjecatelj [id=M18:23, godiste=18, spol=M, ukupanBrojBodova=17]
Natjecatelj [id=M18:33, godiste=18, spol=M, ukupanBrojBodova=15]
Natjecatelj [id=M18:36, godiste=18, spol=M, ukupanBrojBodova=15]
Natjecatelj [id=M18:34, godiste=18, spol=M, ukupanBrojBodova=14]
Natjecatelj [id=M18:30, godiste=18, spol=M, ukupanBrojBodova=13]
Natjecatelj [id=M18:37, godiste=18, spol=M, ukupanBrojBodova=12]
Natjecatelj [id=M18:28, godiste=18, spol=M, ukupanBrojBodova=10]
Natjecatelj [id=M18:35, godiste=18, spol=M, ukupanBrojBodova=8]
Natjecatelj [id=M18:25, godiste=18, spol=M, ukupanBrojBodova=0]

Skupina: M25
Natjecatelj [id=M25:48, godiste=25, spol=M, ukupanBrojBodova=55]
Natjecatelj [id=M25:58, godiste=25, spol=M, ukupanBrojBodova=45]
Natjecatelj [id=M25:57, godiste=25, spol=M, ukupanBrojBodova=43]
Natjecatelj [id=M25:47, godiste=25, spol=M, ukupanBrojBodova=38]
Natjecatelj [id=M25:50, godiste=25, spol=M, ukupanBrojBodova=37]
Natjecatelj [id=M25:44, godiste=25, spol=M, ukupanBrojBodova=33]
Natjecatelj [id=M25:42, godiste=25, spol=M, ukupanBrojBodova=27]
Natjecatelj [id=M25:49, godiste=25, spol=M, ukupanBrojBodova=27]
Natjecatelj [id=M25:51, godiste=25, spol=M, ukupanBrojBodova=27]
Natjecatelj [id=M25:52, godiste=25, spol=M, ukupanBrojBodova=27]
Natjecatelj [id=M25:53, godiste=25, spol=M, ukupanBrojBodova=26]
Natjecatelj [id=M25:60, godiste=25, spol=M, ukupanBrojBodova=25]
Natjecatelj [id=M25:41, godiste=25, spol=M, ukupanBrojBodova=24]
Natjecatelj [id=M25:46, godiste=25, spol=M, ukupanBrojBodova=18]
Natjecatelj [id=M25:59, godiste=25, spol=M, ukupanBrojBodova=17]
Natjecatelj [id=M25:43, godiste=25, spol=M, ukupanBrojBodova=12]
Natjecatelj [id=M25:55, godiste=25, spol=M, ukupanBrojBodova=10]
Natjecatelj [id=M25:54, godiste=25, spol=M, ukupanBrojBodova=6]
Natjecatelj [id=M25:56, godiste=25, spol=M, ukupanBrojBodova=4]
Natjecatelj [id=M25:45, godiste=25, spol=M, ukupanBrojBodova=0]

Skupina: M35
Natjecatelj [id=M35:62, godiste=35, spol=M, ukupanBrojBodova=58]
Natjecatelj [id=M35:77, godiste=35, spol=M, ukupanBrojBodova=57]
Natjecatelj [id=M35:74, godiste=35, spol=M, ukupanBrojBodova=50]
Natjecatelj [id=M35:78, godiste=35, spol=M, ukupanBrojBodova=47]
Natjecatelj [id=M35:79, godiste=35, spol=M, ukupanBrojBodova=39]
Natjecatelj [id=M35:70, godiste=35, spol=M, ukupanBrojBodova=33]
Natjecatelj [id=M35:66, godiste=35, spol=M, ukupanBrojBodova=27]
Natjecatelj [id=M35:67, godiste=35, spol=M, ukupanBrojBodova=20]
Natjecatelj [id=M35:75, godiste=35, spol=M, ukupanBrojBodova=20]
Natjecatelj [id=M35:63, godiste=35, spol=M, ukupanBrojBodova=19]
Natjecatelj [id=M35:61, godiste=35, spol=M, ukupanBrojBodova=18]
Natjecatelj [id=M35:65, godiste=35, spol=M, ukupanBrojBodova=15]
Natjecatelj [id=M35:69, godiste=35, spol=M, ukupanBrojBodova=15]
Natjecatelj [id=M35:64, godiste=35, spol=M, ukupanBrojBodova=12]
Natjecatelj [id=M35:72, godiste=35, spol=M, ukupanBrojBodova=12]
Natjecatelj [id=M35:76, godiste=35, spol=M, ukupanBrojBodova=12]
Natjecatelj [id=M35:71, godiste=35, spol=M, ukupanBrojBodova=10]
Natjecatelj [id=M35:73, godiste=35, spol=M, ukupanBrojBodova=8]
Natjecatelj [id=M35:80, godiste=35, spol=M, ukupanBrojBodova=4]
Natjecatelj [id=M35:68, godiste=35, spol=M, ukupanBrojBodova=0]

Skupina: M45
Natjecatelj [id=M45:89, godiste=45, spol=M, ukupanBrojBodova=58]
Natjecatelj [id=M45:92, godiste=45, spol=M, ukupanBrojBodova=45]
Natjecatelj [id=M45:88, godiste=45, spol=M, ukupanBrojBodova=44]
Natjecatelj [id=M45:84, godiste=45, spol=M, ukupanBrojBodova=39]
Natjecatelj [id=M45:93, godiste=45, spol=M, ukupanBrojBodova=38]
Natjecatelj [id=M45:86, godiste=45, spol=M, ukupanBrojBodova=37]
Natjecatelj [id=M45:98, godiste=45, spol=M, ukupanBrojBodova=31]
Natjecatelj [id=M45:82, godiste=45, spol=M, ukupanBrojBodova=23]
Natjecatelj [id=M45:97, godiste=45, spol=M, ukupanBrojBodova=23]
Natjecatelj [id=M45:91, godiste=45, spol=M, ukupanBrojBodova=22]
Natjecatelj [id=M45:95, godiste=45, spol=M, ukupanBrojBodova=22]
Natjecatelj [id=M45:81, godiste=45, spol=M, ukupanBrojBodova=20]
Natjecatelj [id=M45:83, godiste=45, spol=M, ukupanBrojBodova=20]
Natjecatelj [id=M45:87, godiste=45, spol=M, ukupanBrojBodova=20]
Natjecatelj [id=M45:96, godiste=45, spol=M, ukupanBrojBodova=16]
Natjecatelj [id=M45:99, godiste=45, spol=M, ukupanBrojBodova=16]
Natjecatelj [id=M45:85, godiste=45, spol=M, ukupanBrojBodova=10]
Natjecatelj [id=M45:100, godiste=45, spol=M, ukupanBrojBodova=9]
Natjecatelj [id=M45:90, godiste=45, spol=M, ukupanBrojBodova=8]
Natjecatelj [id=M45:94, godiste=45, spol=M, ukupanBrojBodova=5]

Skupina: M99
Natjecatelj [id=M99:114, godiste=99, spol=M, ukupanBrojBodova=70]
Natjecatelj [id=M99:119, godiste=99, spol=M, ukupanBrojBodova=42]
Natjecatelj [id=M99:105, godiste=99, spol=M, ukupanBrojBodova=41]
Natjecatelj [id=M99:113, godiste=99, spol=M, ukupanBrojBodova=37]
Natjecatelj [id=M99:118, godiste=99, spol=M, ukupanBrojBodova=35]
Natjecatelj [id=M99:120, godiste=99, spol=M, ukupanBrojBodova=33]
Natjecatelj [id=M99:103, godiste=99, spol=M, ukupanBrojBodova=31]
Natjecatelj [id=M99:115, godiste=99, spol=M, ukupanBrojBodova=28]
Natjecatelj [id=M99:106, godiste=99, spol=M, ukupanBrojBodova=27]
Natjecatelj [id=M99:108, godiste=99, spol=M, ukupanBrojBodova=27]
Natjecatelj [id=M99:112, godiste=99, spol=M, ukupanBrojBodova=27]
Natjecatelj [id=M99:110, godiste=99, spol=M, ukupanBrojBodova=26]
Natjecatelj [id=M99:102, godiste=99, spol=M, ukupanBrojBodova=14]
Natjecatelj [id=M99:111, godiste=99, spol=M, ukupanBrojBodova=14]
Natjecatelj [id=M99:101, godiste=99, spol=M, ukupanBrojBodova=12]
Natjecatelj [id=M99:104, godiste=99, spol=M, ukupanBrojBodova=12]
Natjecatelj [id=M99:116, godiste=99, spol=M, ukupanBrojBodova=12]
Natjecatelj [id=M99:109, godiste=99, spol=M, ukupanBrojBodova=6]
Natjecatelj [id=M99:107, godiste=99, spol=M, ukupanBrojBodova=4]
Natjecatelj [id=M99:117, godiste=99, spol=M, ukupanBrojBodova=4]

Skupina: Z14
Natjecatelj [id=Z14:133, godiste=14, spol=Z, ukupanBrojBodova=52]
Natjecatelj [id=Z14:137, godiste=14, spol=Z, ukupanBrojBodova=50]
Natjecatelj [id=Z14:121, godiste=14, spol=Z, ukupanBrojBodova=40]
Natjecatelj [id=Z14:139, godiste=14, spol=Z, ukupanBrojBodova=40]
Natjecatelj [id=Z14:135, godiste=14, spol=Z, ukupanBrojBodova=39]
Natjecatelj [id=Z14:128, godiste=14, spol=Z, ukupanBrojBodova=35]
Natjecatelj [id=Z14:138, godiste=14, spol=Z, ukupanBrojBodova=35]
Natjecatelj [id=Z14:123, godiste=14, spol=Z, ukupanBrojBodova=30]
Natjecatelj [id=Z14:130, godiste=14, spol=Z, ukupanBrojBodova=30]
Natjecatelj [id=Z14:129, godiste=14, spol=Z, ukupanBrojBodova=29]
Natjecatelj [id=Z14:125, godiste=14, spol=Z, ukupanBrojBodova=25]
Natjecatelj [id=Z14:132, godiste=14, spol=Z, ukupanBrojBodova=25]
Natjecatelj [id=Z14:127, godiste=14, spol=Z, ukupanBrojBodova=22]
Natjecatelj [id=Z14:134, godiste=14, spol=Z, ukupanBrojBodova=16]
Natjecatelj [id=Z14:126, godiste=14, spol=Z, ukupanBrojBodova=14]
Natjecatelj [id=Z14:140, godiste=14, spol=Z, ukupanBrojBodova=14]
Natjecatelj [id=Z14:136, godiste=14, spol=Z, ukupanBrojBodova=9]
Natjecatelj [id=Z14:122, godiste=14, spol=Z, ukupanBrojBodova=5]
Natjecatelj [id=Z14:124, godiste=14, spol=Z, ukupanBrojBodova=1]
Natjecatelj [id=Z14:131, godiste=14, spol=Z, ukupanBrojBodova=0]

Skupina: Z18
Natjecatelj [id=Z18:142, godiste=18, spol=Z, ukupanBrojBodova=83]
Natjecatelj [id=Z18:151, godiste=18, spol=Z, ukupanBrojBodova=60]
Natjecatelj [id=Z18:156, godiste=18, spol=Z, ukupanBrojBodova=60]
Natjecatelj [id=Z18:143, godiste=18, spol=Z, ukupanBrojBodova=44]
Natjecatelj [id=Z18:160, godiste=18, spol=Z, ukupanBrojBodova=35]
Natjecatelj [id=Z18:158, godiste=18, spol=Z, ukupanBrojBodova=29]
Natjecatelj [id=Z18:155, godiste=18, spol=Z, ukupanBrojBodova=27]
Natjecatelj [id=Z18:148, godiste=18, spol=Z, ukupanBrojBodova=26]
Natjecatelj [id=Z18:159, godiste=18, spol=Z, ukupanBrojBodova=21]
Natjecatelj [id=Z18:146, godiste=18, spol=Z, ukupanBrojBodova=18]
Natjecatelj [id=Z18:154, godiste=18, spol=Z, ukupanBrojBodova=18]
Natjecatelj [id=Z18:157, godiste=18, spol=Z, ukupanBrojBodova=16]
Natjecatelj [id=Z18:144, godiste=18, spol=Z, ukupanBrojBodova=13]
Natjecatelj [id=Z18:152, godiste=18, spol=Z, ukupanBrojBodova=13]
Natjecatelj [id=Z18:141, godiste=18, spol=Z, ukupanBrojBodova=12]
Natjecatelj [id=Z18:150, godiste=18, spol=Z, ukupanBrojBodova=12]
Natjecatelj [id=Z18:153, godiste=18, spol=Z, ukupanBrojBodova=10]
Natjecatelj [id=Z18:147, godiste=18, spol=Z, ukupanBrojBodova=9]
Natjecatelj [id=Z18:145, godiste=18, spol=Z, ukupanBrojBodova=6]
Natjecatelj [id=Z18:149, godiste=18, spol=Z, ukupanBrojBodova=2]

Skupina: Z25
Natjecatelj [id=Z25:164, godiste=25, spol=Z, ukupanBrojBodova=72]
Natjecatelj [id=Z25:166, godiste=25, spol=Z, ukupanBrojBodova=70]
Natjecatelj [id=Z25:177, godiste=25, spol=Z, ukupanBrojBodova=38]
Natjecatelj [id=Z25:161, godiste=25, spol=Z, ukupanBrojBodova=37]
Natjecatelj [id=Z25:162, godiste=25, spol=Z, ukupanBrojBodova=37]
Natjecatelj [id=Z25:163, godiste=25, spol=Z, ukupanBrojBodova=36]
Natjecatelj [id=Z25:170, godiste=25, spol=Z, ukupanBrojBodova=27]
Natjecatelj [id=Z25:175, godiste=25, spol=Z, ukupanBrojBodova=26]
Natjecatelj [id=Z25:169, godiste=25, spol=Z, ukupanBrojBodova=25]
Natjecatelj [id=Z25:167, godiste=25, spol=Z, ukupanBrojBodova=18]
Natjecatelj [id=Z25:165, godiste=25, spol=Z, ukupanBrojBodova=16]
Natjecatelj [id=Z25:173, godiste=25, spol=Z, ukupanBrojBodova=16]
Natjecatelj [id=Z25:171, godiste=25, spol=Z, ukupanBrojBodova=15]
Natjecatelj [id=Z25:174, godiste=25, spol=Z, ukupanBrojBodova=12]
Natjecatelj [id=Z25:176, godiste=25, spol=Z, ukupanBrojBodova=12]
Natjecatelj [id=Z25:172, godiste=25, spol=Z, ukupanBrojBodova=10]
Natjecatelj [id=Z25:178, godiste=25, spol=Z, ukupanBrojBodova=8]
Natjecatelj [id=Z25:168, godiste=25, spol=Z, ukupanBrojBodova=6]
Natjecatelj [id=Z25:179, godiste=25, spol=Z, ukupanBrojBodova=4]
Natjecatelj [id=Z25:180, godiste=25, spol=Z, ukupanBrojBodova=0]

Skupina: Z35
Natjecatelj [id=Z35:193, godiste=35, spol=Z, ukupanBrojBodova=61]
Natjecatelj [id=Z35:194, godiste=35, spol=Z, ukupanBrojBodova=56]
Natjecatelj [id=Z35:183, godiste=35, spol=Z, ukupanBrojBodova=47]
Natjecatelj [id=Z35:188, godiste=35, spol=Z, ukupanBrojBodova=37]
Natjecatelj [id=Z35:196, godiste=35, spol=Z, ukupanBrojBodova=35]
Natjecatelj [id=Z35:190, godiste=35, spol=Z, ukupanBrojBodova=31]
Natjecatelj [id=Z35:200, godiste=35, spol=Z, ukupanBrojBodova=31]
Natjecatelj [id=Z35:191, godiste=35, spol=Z, ukupanBrojBodova=30]
Natjecatelj [id=Z35:182, godiste=35, spol=Z, ukupanBrojBodova=25]
Natjecatelj [id=Z35:197, godiste=35, spol=Z, ukupanBrojBodova=23]
Natjecatelj [id=Z35:187, godiste=35, spol=Z, ukupanBrojBodova=20]
Natjecatelj [id=Z35:189, godiste=35, spol=Z, ukupanBrojBodova=20]
Natjecatelj [id=Z35:185, godiste=35, spol=Z, ukupanBrojBodova=19]
Natjecatelj [id=Z35:199, godiste=35, spol=Z, ukupanBrojBodova=16]
Natjecatelj [id=Z35:195, godiste=35, spol=Z, ukupanBrojBodova=14]
Natjecatelj [id=Z35:186, godiste=35, spol=Z, ukupanBrojBodova=10]
Natjecatelj [id=Z35:181, godiste=35, spol=Z, ukupanBrojBodova=7]
Natjecatelj [id=Z35:192, godiste=35, spol=Z, ukupanBrojBodova=4]
Natjecatelj [id=Z35:198, godiste=35, spol=Z, ukupanBrojBodova=4]
Natjecatelj [id=Z35:184, godiste=35, spol=Z, ukupanBrojBodova=0]

Skupina: Z45
Natjecatelj [id=Z45:213, godiste=45, spol=Z, ukupanBrojBodova=50]
Natjecatelj [id=Z45:214, godiste=45, spol=Z, ukupanBrojBodova=47]
Natjecatelj [id=Z45:206, godiste=45, spol=Z, ukupanBrojBodova=41]
Natjecatelj [id=Z45:218, godiste=45, spol=Z, ukupanBrojBodova=40]
Natjecatelj [id=Z45:201, godiste=45, spol=Z, ukupanBrojBodova=37]
Natjecatelj [id=Z45:204, godiste=45, spol=Z, ukupanBrojBodova=34]
Natjecatelj [id=Z45:208, godiste=45, spol=Z, ukupanBrojBodova=34]
Natjecatelj [id=Z45:211, godiste=45, spol=Z, ukupanBrojBodova=34]
Natjecatelj [id=Z45:203, godiste=45, spol=Z, ukupanBrojBodova=33]
Natjecatelj [id=Z45:215, godiste=45, spol=Z, ukupanBrojBodova=25]
Natjecatelj [id=Z45:205, godiste=45, spol=Z, ukupanBrojBodova=21]
Natjecatelj [id=Z45:219, godiste=45, spol=Z, ukupanBrojBodova=20]
Natjecatelj [id=Z45:220, godiste=45, spol=Z, ukupanBrojBodova=20]
Natjecatelj [id=Z45:216, godiste=45, spol=Z, ukupanBrojBodova=17]
Natjecatelj [id=Z45:207, godiste=45, spol=Z, ukupanBrojBodova=15]
Natjecatelj [id=Z45:217, godiste=45, spol=Z, ukupanBrojBodova=13]
Natjecatelj [id=Z45:209, godiste=45, spol=Z, ukupanBrojBodova=12]
Natjecatelj [id=Z45:210, godiste=45, spol=Z, ukupanBrojBodova=10]
Natjecatelj [id=Z45:212, godiste=45, spol=Z, ukupanBrojBodova=6]
Natjecatelj [id=Z45:202, godiste=45, spol=Z, ukupanBrojBodova=0]

Skupina: Z99
Natjecatelj [id=Z99:238, godiste=99, spol=Z, ukupanBrojBodova=58]
Natjecatelj [id=Z99:225, godiste=99, spol=Z, ukupanBrojBodova=46]
Natjecatelj [id=Z99:232, godiste=99, spol=Z, ukupanBrojBodova=42]
Natjecatelj [id=Z99:227, godiste=99, spol=Z, ukupanBrojBodova=39]
Natjecatelj [id=Z99:231, godiste=99, spol=Z, ukupanBrojBodova=35]
Natjecatelj [id=Z99:240, godiste=99, spol=Z, ukupanBrojBodova=34]
Natjecatelj [id=Z99:235, godiste=99, spol=Z, ukupanBrojBodova=33]
Natjecatelj [id=Z99:228, godiste=99, spol=Z, ukupanBrojBodova=32]
Natjecatelj [id=Z99:226, godiste=99, spol=Z, ukupanBrojBodova=27]
Natjecatelj [id=Z99:230, godiste=99, spol=Z, ukupanBrojBodova=26]
Natjecatelj [id=Z99:223, godiste=99, spol=Z, ukupanBrojBodova=25]
Natjecatelj [id=Z99:233, godiste=99, spol=Z, ukupanBrojBodova=24]
Natjecatelj [id=Z99:234, godiste=99, spol=Z, ukupanBrojBodova=24]
Natjecatelj [id=Z99:221, godiste=99, spol=Z, ukupanBrojBodova=19]
Natjecatelj [id=Z99:222, godiste=99, spol=Z, ukupanBrojBodova=15]
Natjecatelj [id=Z99:237, godiste=99, spol=Z, ukupanBrojBodova=8]
Natjecatelj [id=Z99:224, godiste=99, spol=Z, ukupanBrojBodova=6]
Natjecatelj [id=Z99:239, godiste=99, spol=Z, ukupanBrojBodova=4]
Natjecatelj [id=Z99:229, godiste=99, spol=Z, ukupanBrojBodova=0]
Natjecatelj [id=Z99:236, godiste=99, spol=Z, ukupanBrojBodova=0]

